userName,content,score,appId
Habibi Umar,Sebelum update bisa login tpi setelah update knp gak bisa login y?? Selalu keluar sendiri dri aplikasinya,2,app.bpjs.mobile
Bunyamin Rangga,"Setelah update, gk bisa di buka, aplikasi nya, di daftar ulang juga malah gk bisa,",2,app.bpjs.mobile
Tengku Ayu Hardianti,payah x mau daftar jkn mobilenya. stiap masuki nmor pasti balik lg ke depan,2,app.bpjs.mobile
Rizka Asri Margaretta,mau daftar susah... kode verifikasi gak dikirim kirim.. udah 3 hari dicoba tetep gabisa.. astaga,2,app.bpjs.mobile
yuliana simamora,"Apknya gimana sich, masak mau ganti email kok blm dpt diproses terus, terus gimana?",2,app.bpjs.mobile
Sadewa Dewa,Knapa di perbarui makin gk jelas keluar sendiri aplikasi nya.. Mau masukan no hp mala keluar sendiri apk nya..,2,app.bpjs.mobile
nawang wulan,Ini kenapa setiap saya mau daftar aplikasi nya kluar sendiri . Udh instal ulang masih saja tidak bisa 🙄🙁,2,app.bpjs.mobile
dewi yana,Tidak bisa daftar setiap isi no telp langsung hilang.... Sudah di versi 350 apa lagi yg kurang... 😒,2,app.bpjs.mobile
Aguzt Tuzj,"log out sendiri suruh perbarui, giliran sudah diperbarui mau masuk suruh pake no hp dan trnyata sekarang pake pulsa",2,app.bpjs.mobile
Harijanto Harijanto,Download aplikasi yg baru utk update aplikasi yg baru kok lama kali...kenapa ya..?,2,app.bpjs.mobile
Barseso TV,sudah klik lupa sandi dan isi nomer hp dengan benar tetapi kode tak kunjung di kirim hadehh padahal lagi butuh banget,2,app.bpjs.mobile
Tri Handoko,"Jaringan full kuota ada tapi ngga bisa masuk""",2,app.bpjs.mobile
Ipan Supandi,Biasanya lupa pasword prifikasinya ke email skrang ke nomor hp...mana nomornya hangus.terus kenapa kalo setiap apdate harus login kembali...,2,app.bpjs.mobile
Defal Jacko,"Kode captcha ga muncul2 haduh, gajelas bgt padahal koneksi lancar2 aja dipake nonton yutub 1080p lancar",2,app.bpjs.mobile
Nani Susilawati,Saya susah sekali ingin ganti no hp yk lama dengan yang baru,2,app.bpjs.mobile
Darah Muda,Sering update sering logout. Bosen. Masuk keluar masuk,2,app.bpjs.mobile
Hendrik Wahyudi,Lupa pasword suruh hub no. Cs WA jawabannya ga menuntun,2,app.bpjs.mobile
Siti Nurrochmah,Sekarang daftar harus online Sedangkan daftarnya juga dipersulit Setiap mau masukan no ktp Selalu keluar sendiri dari aplikasi nya,2,app.bpjs.mobile
Gunawan Wawan,"Tolong di permudah untuk login nya, susah sekali padahal sudah benar semua msih tetap gk bisa.",2,app.bpjs.mobile
V jak1,tolong dong kalau lupa pass jangan pakai pulsa buat dapetin kode otp,2,app.bpjs.mobile
titi nurhayati,"Sekarang,mau masuk aplikasi ini susah banget,minta di update,tp udah di update tetep aja susah",2,app.bpjs.mobile
Amar Pratama,Mau daftar pengguna baru ko susah bgt..plikasi.y jdi kaya gk berguna bgt,2,app.bpjs.mobile
Talita only99,Asal buka apl ini setiap bulan pas ada aja update nya membosankan😑😑😑,2,app.bpjs.mobile
Brian Angelo,Apakah apps nya ada bug / crash? Saya buka selalu error,2,app.bpjs.mobile
Samsul Bahri,Makin ga jelas ni aplikasi sudah kluar otp di ferivikasi malah ga bisa blm dapat dproses anda sehat?,2,app.bpjs.mobile
Ari Yanto,Mau daftar jawapan sigkat..aplikasi jkn tidak bisa digunakan saat ini😂😂😂 terus buat apa bikin aplikasi.,2,app.bpjs.mobile
92uy Mulyadi,"untuk perivikasi kode otp saja ke no pemilik, memakan pulsa, aplikasi layanan publik padahal ini.. temksh",2,app.bpjs.mobile
Irfan Diki,"Update terosssss, kalo gk di update gk bisa di buka hadehhh , menjengkelkan lama2 nih.",2,app.bpjs.mobile
arpy angara,kenapa setelah diupdate saya tidak bisa login? masak password tidak sesuai ketentuan bpjs...,2,app.bpjs.mobile
AP Junior,Mau lapor keluhan di sini bisa ngak yah?,2,app.bpjs.mobile
Mety Rusmiati,Udah gkk bisa dipake ehh pas di buka harus download ulang mendingan kalo lancar ini susah banget buat registrasi lagi,2,app.bpjs.mobile
Siti Farikhah,Setiap update ngulang lagi isi data padahal no.hp dan sandibbener 🤬😡kesel bgt bikin puyeng nch,2,app.bpjs.mobile
E Viernanda,"Parah nih aplikasi,g ush buat apk dong klw di gunain itu ssh. Mau daftar aja di srh ksna kmari. Yg dihub apk g jls,bot chika apaan ga ada kegunaan nya.",2,app.bpjs.mobile
prima cool,pendidikan dan kesehatan seharusnya tidak membebani rakyat,2,app.bpjs.mobile
Ferry Yansyah,Cara ubah nomor hp bagaimana nomor hp yg terdaftar hilang,2,app.bpjs.mobile
Tirta Cahyani,Mau log ini tapi diminta dftr autodbt. Memang harus didftr yah? Kegunaannya apa?,2,app.bpjs.mobile
tyas wahyuningsih,Update mulu aplikasinya.. Susah masuknya.. Kan w lupa sm passwordnya..,2,app.bpjs.mobile
heri kusnadi,"Ah,pass sdah bner tapi ga bsa login.sdah update juga sama aja. Sampah lama2 ni.",2,app.bpjs.mobile
Edi Kuswandi,Mw rubah ganti no hp yg hilang harus via pandawa sedangkan pandawanya sangat low respon pisan.......,2,app.bpjs.mobile
Antony Sudirman,"hp saya tidak di root, tapi kenapa aplikasi nya g bisa di buka dengan warning, aplikasi tidak bisa di buka di device yang sudah di root",2,app.bpjs.mobile
Duan Dgl,Mf kenapa pas mau login malah terbaca device/hp di root padahal hp gk pernah di root atau akibat andoid 11 apa apk nya masih belum sport andoid 11,2,app.bpjs.mobile
Yudha Pratama,"Sy sdh update aplikasi, tp kenapa mnt update trs ketika buka aplikasi???",2,app.bpjs.mobile
Eddy Suhada,Please sering update supaya lebih baik lagi aplikasinya,2,app.bpjs.mobile
Ayu Wulan,"Gagal memuat terus.. transaksi gagal terus,haduhhh",2,app.bpjs.mobile
Shinta Ganesha,Caranya mau ganti nomer telfon gimana ya karena nomer yang saya daftarkan sudah non aktif ......seriuss tanya,2,app.bpjs.mobile
mr D,Habis update malah tidak bisa d buka sih,2,app.bpjs.mobile
Adrian Wira_A,"Kenapa sekarang jadi susah login nya.., sebelum di update tidak masalah..",2,app.bpjs.mobile
avisa oktaviani,gausah dikit2 update lah kalo error mulu aplikasinya. mending abis update gak error. lah ini sama aja,2,app.bpjs.mobile
Ade Saputra,Berapa biaya kirim kode OTP untuk kartu TELKOMSEL?,2,app.bpjs.mobile
Lucia Santika Maharani,"Setiap mau dipakai harus di update terus, jd ribet",2,app.bpjs.mobile
GALLERY PROJECT,G bisa masukin nomer hp .. haduh gimna ini solusinya ?,2,app.bpjs.mobile
tista purnama,"Jangan dipersulit deh kalo mau nolong bangsa ini, mau login aja susahnya minta ampun.",2,app.bpjs.mobile
Rendi Setiawan,Min kok gak bisa login. Padahal dari dulu mudah min. Mau ngecek aktive atau tidak nya,2,app.bpjs.mobile
andro satrio,"Kenapa sekarang mau buat akun harus autodebit dulu ya, ngeribetin banget. Menyusahkan saja",2,app.bpjs.mobile
mecca family,Aplikasi sangat membantu.. Tapi oembaruan teruss.... 😌,2,app.bpjs.mobile
Maman Aing,Susah masuk nya ada apa gagal terus...!? 🤔,2,app.bpjs.mobile
Nita Kurniasari,"Habis pembaruan mlh gk bisa dibuka,lemot trus keluar2 sendiri...aplikasi gk makin bagus malah makin jelek",2,app.bpjs.mobile
Rahma Rahayu,Kenapa aplikasinya sulit sekali di gunakan harus update setelah update tidak dapat di gunakan,2,app.bpjs.mobile
AYAH ILYAS,Minta kode verifikasi tp kode verifikasinya nggak di kirim...apa yg mau di masukin?,2,app.bpjs.mobile
Didik Widana,"Aplikasinya susah di buka,padahal udah di perbarui,dulu bagus skrg kurang memuaskan",2,app.bpjs.mobile
tengkurahmii,Mau konsultasi dokter loading terus.. aplikasi udh terupdate.. gimana tuh?,2,app.bpjs.mobile
Fx Agung Kurniawan,"Yang jawab robot semua, mau ganti nomor handphone aja susah bgt. G jelas nih aplikasi",2,app.bpjs.mobile
Mang Jarwok,Mau ganti no hp aja kok susah x ya allah,2,app.bpjs.mobile
channel syarkan,setiap saya mau daftar keluar mulu... kenapa ya,2,app.bpjs.mobile
Rama Prakasa,Tiap buka aplikasi pasti minta d perbarui. Maksdnya gmna ini? Payah.,2,app.bpjs.mobile
masan irawan,Aplikasi terasa lambat sekali pasahal sudah pakai wifi,2,app.bpjs.mobile
Fathul Munir,aplikasi macam apa ini!! unfaedah,2,app.bpjs.mobile
ROUTE_ 84,"Bulan Augustus, setelah diperbarui kok susah dibuka... Gimana nich... 🤔🤔",2,app.bpjs.mobile
ara mawada,Min kalo nomer lama hangus mau ganti nomer untuk loginnya gimana? Slow respon di whatsapp soalnya,2,app.bpjs.mobile
Ajik Saloko,Tiap buka aplikasi selalu minta update. Tidak praktis jika dalam kondisi darurat.,2,app.bpjs.mobile
Renny Agus Susanti,"Kenapa dari kemarin ga bisa login, padahal saya lagi butuh untuk bisa pindah fakes😭",2,app.bpjs.mobile
dede irman,Setelah di update saya jadi tidak masuk aplikasi data nya hilang semu...gimana ini,2,app.bpjs.mobile
Hendri Hermawan,"Ko nama bank,nama rekening dan nomor rekening tdk muncul,gmn sih sdngkn sdh didaftarkn",2,app.bpjs.mobile
Nur Tiara,"Coba dong solusi nya. Pasword bnr. Tpi ga masuk"" mulu. Bikin paleng 😤",2,app.bpjs.mobile
Paijo Three,Masih tetep sama padahal udah update Masih tetap gk bisa penambahan alamat email...huft,2,app.bpjs.mobile
wahyu andry,Pendaftaran autodebet di hp saya kok nggak ada ya,2,app.bpjs.mobile
Tutik Ulil Azmi,"Susah mau dftr mobile jkn.. Gak dpt"" Sms... Pdhl no yg d masukan sudah benar dan terdaftar",2,app.bpjs.mobile
Galuh Noor,"Min kenapa mau pindah faskes ga bisa, di suruh ubah pasword ttp ga bisa malah keluar sendiri",2,app.bpjs.mobile
Santi Rosalina,Saya mau reset pasword kenapa tidak bisa kirim kode verivikasi ke no saya bagaimana ini,2,app.bpjs.mobile
Muhas Lulik,G berguna apa q daftar benar no.nik betul katanya no.nik belum terdaftar di kk,2,app.bpjs.mobile
Hendra Aqba,Kenapa saya daftar kode verifikasinya ga masuk ke hp saya...jadi sya ga bisa buka,2,app.bpjs.mobile
Ahmad Maullana,Kenapa saya masukan email tidak dapat di proses teruss ... Stelah di update malah erorrr,2,app.bpjs.mobile
Andreas Megainsurance,Kenapa nih aplikasi tidak bisa mau daftar BPJS kesehatan online Jadi bagaimana cara daftarnya,2,app.bpjs.mobile
suka suka,Saat verifikasi kode otp selalu tidak dapat diproses saat ini mohon coba beberapa saat,2,app.bpjs.mobile
Wasiatun Nisa,"Aplikasi payah udah masukin no tlp ttp salah harus no yg udah kedaftar, no yg mana LG coba udah di cobain semua ttp GK bisa",2,app.bpjs.mobile
Abbyf Rohtama,Ini knapa skrang log in gk bisa masuk ? Dan aplikasi terhenti terus tiap di buka,2,app.bpjs.mobile
Rama Shinta,Klo bayar nunggak ditelpon2 suruh bayar...giliran klaim drmah sakit dipersulit... Aneh...,2,app.bpjs.mobile
Jauhari_ W,kartu KIS yang terdaftar tidak bisa di download,2,app.bpjs.mobile
nico ones,Kenapa si harus sering di update Aplikasi jarang terpakai jadi pas pas buka harus update,2,app.bpjs.mobile
Asmi irianti,Mohon maaf knpa skrng susah bngt mau masuk ya eror mlu jadi susah mau ngakses nya,2,app.bpjs.mobile
Angga Ramadhan,tolong di optimalkan lagi.. not found respons,2,app.bpjs.mobile
Yayuk Yunidah,Kenapa saya tidak bisa login padahal udah daftar tapi saya lupa password dan sandinya,2,app.bpjs.mobile
rudy arifianto,Kok nomor telepon saya yg terdaftar bukan nomor telepon saya???,2,app.bpjs.mobile
Muslim Hanafi,Kenapa gak Bisa masuk Sms Verifikasi Pada Lupa Password,2,app.bpjs.mobile
Sumi Marwah,"Gak bisa daftar, operator bisa minta tolong",2,app.bpjs.mobile
Mislam Azzahra,Aplikasi susah dibuka. Call center susah dihubungi walau kita sudah isi pulsa,2,app.bpjs.mobile
Salman A,Mau Verifikasi email untul cetak kartu susahh..(transaksi tidak bisa d proses) padahal pulsa sms nyedot terus,2,app.bpjs.mobile
Aqila Husna,Kenapa kalau paswodnya lupa.mau konfirmasi lawat hp harus pakai pulsa.aplikasi yang lain gak ada yang pakai pulsa,2,app.bpjs.mobile
Muhammad Riyansyah,"Knp aplikasi nya tidak bisa digunakan. Padahal uda daftar tapi tidak bisa,",2,app.bpjs.mobile
Asep Ipan,Ribet mau daftarnya nggak masuk-masuk harus telp ke 1500400 tapi nggak di angkat susah,2,app.bpjs.mobile
Ainun Nasihatun,Mau daftar setiap verifikasi nomor telepon aplikasi selalh terhenti. Kenapa ya,2,app.bpjs.mobile
Nurlita Lita,"Kenapa sekarang sering update, kan baru d update, bikin repot.",2,app.bpjs.mobile
Ardila Wibowo,Setelah update tidak bisa login pakai email.. mesti nomor bpjs benar pasword benar..,2,app.bpjs.mobile
Oktyas Clara,Gimana sih nih aplikasi..daftar suruh masukin no hp nunggu kode verivikasi dikirim lewat zmz sampai ubanan gak dikirim2..,2,app.bpjs.mobile
Irma Yanti,"Saya ksi bintang 2 dlu ya GK bisa Mulu, mw daftar selalu tulisannya mohon tunggu masa jm 1 MLM juga eror.. sedih deh mw cek BPJS sendiri GK bisa",2,app.bpjs.mobile
Wiwik Detwiyani,"Setiap mau buka aplikasi selalu minta untuk update, tolong diperbaiki lagi",2,app.bpjs.mobile
Priska Marsebtu,kenapa aplikasi tidak bisa di gunakan,2,app.bpjs.mobile
Jody Priyo,Kenapa ya di aplikasinya tidak ada autodebet,2,app.bpjs.mobile
Tri Crownparking,"Tidak dapat berjalan pada device yg sdh diroot, gmn ini g bisa dibuka?",2,app.bpjs.mobile
tjeng min latif,"Kenapa selalu salah no.kartu pesertanya,padahal sdh ditulis sesuai kartunya.",2,app.bpjs.mobile
Agus satriyo,kenapa gabisa pasang email ya min? uda di coba beberapa kali masih gabisa,2,app.bpjs.mobile
guswahid 99,"Aplikasi apa ini ktp,no hp no semua hk kedaftar aplikasi gak bener ini tolong ya kalo bisa di berbaiki",2,app.bpjs.mobile
Irma Fitriani,"Ini knp update terus ,perasaan br brp hr yg lalu saya update skrg update lagi 😔",2,app.bpjs.mobile
Howard Sifo,"Form pertnyaan search gk bsa d gunakan,lebih bsa memkasimalkan aplikasi jd gk harus ribet k kantornya",2,app.bpjs.mobile
Indira Dellapaxia,Ini versi baru kenapa ga bisa log in !!,2,app.bpjs.mobile
Silvi 27,"Saat Daftar di aplikasi ini mengisi nomor HP tidak bisa , gimana si ?",2,app.bpjs.mobile
Syamsul Anwar,Masyallah baru aplikasi ini minta kode otp karena pulsa tidak ada jadi gagal.,2,app.bpjs.mobile
Orang Biasa,Percuma di bikin aplikasi buat daftar ga bisa,2,app.bpjs.mobile
Ditya Herwiani,Sudah tlp call center pergantian no handphone tetep aja ga bisa vertifikasi...,2,app.bpjs.mobile
Nacculla 12,Login ko jadi susah banget sih!!!,2,app.bpjs.mobile
Ryan Ryanto,"padahal no hp benar,,,kenapa gak bisa masuk,ttap salah wae",2,app.bpjs.mobile
Nadia Haifa,Terlalu sering minta update kalau ditolak pundung alias aplikasinya teu bisa dibuka!,2,app.bpjs.mobile
Amar,Lamaa mau masuk koneksi ga stabil terus padahal internet gua 100mbps,2,app.bpjs.mobile
Ananda Kirana,Haduh gimana si nie min kenapa setelah di perbarui malah ga bisa login keterangannya salah pasword terus,2,app.bpjs.mobile
revi revina821,"Knapa saya daptar setiap masukin no tlpn slalu kluar dari aplikasi , tolong d bantu",2,app.bpjs.mobile
Dina Chairunisa,Kenapa mau daftar peserta baru tidak bisa,2,app.bpjs.mobile
Aditya Dhyo,"Mau verifikasi no hp aja lama banget, sampe berhari"" tetep ga bisa",2,app.bpjs.mobile
Agus Yanti,Kenapa sekarang kok susah login ya....,2,app.bpjs.mobile
Satriyo Official,Kenapa saya tidak bisa log in padahl pasword benar dan nomor bpjs bener...,2,app.bpjs.mobile
drajat pranoto,"Kok udah saya update nggak bisa login, gimana caranya ya.........",2,app.bpjs.mobile
Lia Salvia,Payah.. Mau daftar aja ribet Gk bisa2.. Gagal terus... Pdhl cm mau ngecek sdh bs di cetak apa blm ini BPJS sy,2,app.bpjs.mobile
Agus Tiaming,"App jkn terlalu sering minta update, sdh diupdate malah gak bisa dibuka 😢",2,app.bpjs.mobile
Uswatun Kasanah,"plis ya mau daftar jkn lemot amat, ini udh diUPDATE 3.5.0 verifikasi no hp dicoba 4hari ga muncul muncul astagaaa, jaringan jg bagus",2,app.bpjs.mobile
Abdul Zafar,"Tolong di bantu permudah login,atau verifikasi nomer handphone..",2,app.bpjs.mobile
Fitri Aeny,Kenapa harus update melulu sih dari kemaren di update juga ga bisa2🤦🏼‍♀️,2,app.bpjs.mobile
mr. tri,"Apa apaan aplikasi ini, bukanya nambah mudah kok makin mempersulit,",2,app.bpjs.mobile
Kiki Sitinjak,Mau login chapta nya gak muncul muncul.,2,app.bpjs.mobile
Riki Alfian,Aplikasi jelek jaringan di sini bagus tapi lemod,2,app.bpjs.mobile
Supriyadi Yadi,Jln saya tidak bisa di gunakan dan harus daftar lgi Ini gmna solusi nya,2,app.bpjs.mobile
Desi Rahayu,"Susah mau log in, pdahal versi 3.7.1",2,app.bpjs.mobile
erwin syah,Nomor saya tidak sesuai sama BPJS kesehatan cara masuknya gmana min?,2,app.bpjs.mobile
Neneng Purnama,Ada apa si sma aplikasi nya mw buka lemot banget padahal sinyal full kuota ada,2,app.bpjs.mobile
Moh Junaedi,Habis tambah anggota kok ngak bisa daftar,2,app.bpjs.mobile
Ai kitte,Kenapa saya sulit sekali utk log in padahal sudah versi terbaru.,2,app.bpjs.mobile
Hendik Prasetyo,Kenapa Kami kesulitan saat meaningful verifikasi auto debit,2,app.bpjs.mobile
Anah Aja,"Kok baru install aplikasinya ga berjalan,mau daftar gak bisaa....",2,app.bpjs.mobile
Gass Jose,Ini aplikasi gmn sih sudah pernah memperbarui kok ini di suruh memperbarui LG,2,app.bpjs.mobile
Sali Alain,Aplikasinya terlalu sulit difahami.,2,app.bpjs.mobile
David Agus,Gak berfungsi... Suruh daftar via WA...buat apa download kl gak berguna,2,app.bpjs.mobile
Haifa' Afta Afifah,"Selalu minta update an trs, sampek capek ... Tolong dong diperbaiki sistem.a",2,app.bpjs.mobile
Tama Putra,Apakah bisa jadi peserta JKN jika belum terdaftar anggota BPJS ?,2,app.bpjs.mobile
eriss,"kenapa nomer hp gk bisa kirim kode verifikasi,. padahal baru daftar😔",2,app.bpjs.mobile
Kusuma,Menu PENDAFTARAN AUTO DEBIT ada dimana ya? Kok jadi gak ada?,2,app.bpjs.mobile
Vivi Kamilah,Kenapa mw daftar baru bgtu udh msuk ke no kk dan captha gk bisa lanjut,2,app.bpjs.mobile
Herdi Dovi,Masih blum bisa daftar jg saya 😡,2,app.bpjs.mobile
Rusyañdi Solihin,Belum nyoba 2 dulu kalo membantu tak ambil bintang dari langit...,2,app.bpjs.mobile
Fian Aufa,Baru di upgrade seminggu lalu. Sekarang di minta upgrade lagi,2,app.bpjs.mobile
Argoo,.verifikasi kode otp hrs ada pulsa.. 😑😑😑😑😑,2,app.bpjs.mobile
Ahmad Adam,Makin hari bukanya tambah bagus pelayanan aplikasinya malah semakin hancur,2,app.bpjs.mobile
Yhosie Yhoos,Makin sering error Tolong dong Mau masuk aplikasi aja error mulu Iuran tetep jalan Aplikasi ndak tambah baik Malah tambah lola,2,app.bpjs.mobile
Tanpa Nama,Di update malah ga bisa masuk,2,app.bpjs.mobile
farha ahilla,"Terlalu sering di minta update aplikasi, pdhl kuota udh sekarat 😔",2,app.bpjs.mobile
Ulfah Mahmadah,Ka mohon arahan nya cara daftar nya bagaimana yha trs kata sandi mobile jkn itu gimna soal nya susah bngt mau daftar,2,app.bpjs.mobile
fawas channel,Baru di update 11 agustus tgl 23 agustus sudah minta update lagi😓,2,app.bpjs.mobile
Via Lestari,Jelek baget aplikasi nya . Ngabisin pulsa kalw ngirim kode otp,2,app.bpjs.mobile
Arini puspitasari,"Maaf bintang 2, aplikasi ga bisa dibuka padahal udah update",2,app.bpjs.mobile
Andri Subandi,"Buruk,mau daftar aja susah",2,app.bpjs.mobile
bela wiani,Update teruss.... baru beberapa hari udah minta update lagi,2,app.bpjs.mobile
Galih Prasetyo,Tidak bisa login no handphone salah,2,app.bpjs.mobile
Egiyes Games,Kenapa saya tidak bisa masuk aplikasi,2,app.bpjs.mobile
James Bond,"Sudah di update ke versi 3.5.0 tapi tetap nggak bisa di buka,,",2,app.bpjs.mobile
Wiwie Lee,Aplikasi buat rakyat memalukan banget kulatisan nya dari tadi masuk eror mulu,2,app.bpjs.mobile
Yohanes Bob,Fitur-fitur di dalam aplikasi ini banyak yg tidak dapat dugunakan,2,app.bpjs.mobile
Baim Satriaji76,"di updete mulu. Ribet. Fungsinya sama aja,...",2,app.bpjs.mobile
Debi Togatorop,Tiap hari minta update terus Rumit,2,app.bpjs.mobile
annarosmida siahaan,Kenapa selalu minta update ya... Hampir berapa bulan update,2,app.bpjs.mobile
Billal Alfalah,Kenapa harus di upgrade trs tiap kali mau masuk aplikasi ini,2,app.bpjs.mobile
Yusuf adiwangsa,Bagaimana cara saya reset sandi jika no hp sudah tidak aktif,2,app.bpjs.mobile
siti nurhalimah,Udah di update tetep ja susah di buka nya.muter muter gak jelas,2,app.bpjs.mobile
Erna Sumedang,Ko ga bisa nambah peserta baru?,2,app.bpjs.mobile
13 Bbrams,Assalamualaikum kak. Ini bisa perpanjang BPJS sendiri?,2,app.bpjs.mobile
fatimah mulia,"Selalu minta diperbarui, padahal aplikasi nya not important",2,app.bpjs.mobile
Bari Prima,Maaf aplikasi nya mohon di perbaiki. Tdk bisa update katanyo no bpjs tidak terdaftar pdahal ini bpjs dr perusahaan,2,app.bpjs.mobile
Planet AKqua,Dua dulu dech .soalna konsultasi dokter agak telat responnya,2,app.bpjs.mobile
Safriel Refhay,makin sulit setelah update tolong pihak bpjs lbh memperhatikan karena banyak dr kami yg membtutuhkan,2,app.bpjs.mobile
Ferry Kurniawan,Inti tapi ygue aja deg yang setuju banget,2,app.bpjs.mobile
deby megasari,Sistem minta Update terus... huh... percuma kalo download,2,app.bpjs.mobile
Afri yusnedi,"Ko saya mau daftar ngga bisa2 ya,tolong pencerahan nya",2,app.bpjs.mobile
M zaki,Parah aplikasi JKN Tidak bisa dibuka,2,app.bpjs.mobile
Ade Gunawan,Cara Daftar peserta Baru gimana saya mau daftar Ko gak bisa,2,app.bpjs.mobile
Winda Khairunnisa,Minta update mulu. Kalo mau perbaharui tuh 6bulan sekali kek,2,app.bpjs.mobile
Sekar Galuh,Nguras paket data setiap kali mau masuk harus update dulu,2,app.bpjs.mobile
Budi Priyanto,Kenapa yang sebelumnya login pake email gak bisa??,2,app.bpjs.mobile
Aji Wardana,Kok kartu bpjs saya belum dateng kan biasanya di anterin sama kantor pos,2,app.bpjs.mobile
yang terindah,Mohon info nya jika no sdh tidak aktif gmna cara login nya,2,app.bpjs.mobile
dika N,Kenapa tiap 2 Minggu kenapa pembaruan aplikasi terus?,2,app.bpjs.mobile
Masbos,Update mulu anjirrr..klo gak di update gak bs di buka,2,app.bpjs.mobile
Made Reni,Tiap kali mau buka aplikasinya pstu hrs d instal lg knp?,2,app.bpjs.mobile
Abah Nila,"Sy udh menunggu -+2bulan utk pergantian no.hp,dsruh tunggu sm cs pusat utk perubahan tp smpe skrg gk gk bs log in",2,app.bpjs.mobile
Lidia Ratnasari,"Hp gak diroot muncul notif root,sebel mau log in gk bisa....",2,app.bpjs.mobile
Irsaad Noa,Diupdate malah ga bs dibuka.. Mana belom print kartu.,2,app.bpjs.mobile
dewisari 28,kenapa apk nya tidak bisa buat mendaftar peserta baru yah,2,app.bpjs.mobile
Mashar BKE,Ngga jelas. Nik dan KTP SDH benar katanya salah.,2,app.bpjs.mobile
yamin,Setiap kali update suka error,2,app.bpjs.mobile
nadine nauraa,Ini sudah saya masukan no kepesertaaan gak bisa di bukak,2,app.bpjs.mobile
dery yen,Ini aplikasi setiap mau buka selalu minta update mulu,2,app.bpjs.mobile
za izza,Kenapa harus sedia pulsa untuk terima kode otp aja..,2,app.bpjs.mobile
Muhamad Kharis,Mau tanya? kenapa untuk mengkaitkan autodebit BRi kode verifikasi ga muncul ²,2,app.bpjs.mobile
Aprillia dyah ayu,TERLALU LAMA LOADING. JADI PROSES TERLALU LAMA TIDAK EFISIEN WAKTU 😐,2,app.bpjs.mobile
Chatrin Syindi,Gak ngerti deh setiap buka aplikanya harus update terus,2,app.bpjs.mobile
Yuna Sangga,"Selalunya mau di update....baru bisa terbuka,",2,app.bpjs.mobile
Puji Antoro,Mengapa tidak bisa di buka setelah di perbarui..,2,app.bpjs.mobile
Yunadi Sikumbang,"Setelah update terbaru, malah ngga bisa dibuka.",2,app.bpjs.mobile
Jeje Maulana,ko gagal terus ya masuk nya,2,app.bpjs.mobile
Bg Agustus,Di Aplikasi saya tidak ada pendaftaran auto debet,2,app.bpjs.mobile
lili yadi,"habis di perbaruin malah ga bisa di buka,,,,",2,app.bpjs.mobile
Ayu Wulandari,Setiap x buka pasti selalu minta update.... Masa iyaaa dlm sbulan brpa x ngupdate...,2,app.bpjs.mobile
Mulya Asri,"SDH coba bikin ,tp sampai kepala botak GK bsa2",2,app.bpjs.mobile
M rifki Mizani,Kesal karena susah gamasuk masuk padhl udh daftar,2,app.bpjs.mobile
pratama tama,gimana aplikasinya ini ko nggak bisa padahal sudah diikutin caranya,2,app.bpjs.mobile
Ika kartika,Kenapa skarang tidak bisa Log-in pakai email?,2,app.bpjs.mobile
mutmainah jiru laode,Kenapa tidak bisa daftar BPJS untuk perserta baru,2,app.bpjs.mobile
The Sutan,Berminggu-minggu saya coba masuk tak bisa-bisa.,2,app.bpjs.mobile
Iis Novita,Mau daftar gak bisa dialihkan ke nomor Pandawa gak dibales baless,2,app.bpjs.mobile
T. Chairunnisa,Kalau buka apl ini selalu minta di perbarui.,2,app.bpjs.mobile
Debora Panggabean,Stiap kali update malah makin error. Jdi malas,2,app.bpjs.mobile
Maphy Chan,Makin update makin ERROR . Login aja ga bisa,2,app.bpjs.mobile
Gendulak Gendulik,Dua dulu kalau bagus nambah sayang tdk bisa dibuka,2,app.bpjs.mobile
Sri Wijayanti,Saya daftar kok gak bs ya,2,app.bpjs.mobile
Erika Dwi Agustini,Minta di update terus yaa 😌,2,app.bpjs.mobile
wahyu budi,Kenapa susah login nya ya,2,app.bpjs.mobile
Zelani hadi,Setiap kali buka aplikasi. Update terus ya..,2,app.bpjs.mobile
Restu Septiana,"Padahal udh di update gajelas bgt, nomer NIK/Bpjs kesehatan udh bener masih keterangan salaaah mulu",2,app.bpjs.mobile
Faridah Ida,Ngapdet mulu... ga cukup 2x ngbdt.... g kya aplikasi tetangga cukup se x ngbdt udah....,2,app.bpjs.mobile
Noer Agustin,Harus sering di update aplikasinya🤦‍♀️...,2,app.bpjs.mobile
Zulera purnama,Tiap dibuka selalu minta update... hmhmhmmhmgmh,2,app.bpjs.mobile
Rizky Bahrudin,Ada aplikasi bukan nya mudah malah bikin susah,2,app.bpjs.mobile
Nasro 123,Knpa saya gk dapat email kartu bpjs pas saya mau dowload kartunya padahal email saya sudh sesuai,2,app.bpjs.mobile
mochamad mualim,Kenapa gak bisa masuk ya.pdhl sdh benar semua,2,app.bpjs.mobile
Afrina Fayza,Ini bagai manasih mau lupa paswod malah ngak dapat kode otp,2,app.bpjs.mobile
SK ndorobei,Aplikasi percuma nggak bisa buat daftar baru,2,app.bpjs.mobile
Nasrudin,", ga bisa login lemot gini gagal terus ..",2,app.bpjs.mobile
Nur Amhelia,Selalu mau di perbaharuii,2,app.bpjs.mobile
Sri Devi,Sering update versi terbaru..tambah lelet,2,app.bpjs.mobile
